iter	Logloss
425	0.3771011659
426	0.3769914322
427	0.3768751678
428	0.3767859237
429	0.3766992959
430	0.3765507305
431	0.3764619826
432	0.3763771839
433	0.3762849739
434	0.3761686685
435	0.3760344129
436	0.3759464916
437	0.3757938295
438	0.3757080009
439	0.3756276114
440	0.3755729298
441	0.3754262092
442	0.3753953239
443	0.375328573
444	0.3752824159
445	0.3751518571
446	0.3751017724
447	0.37501832
448	0.3748321651
449	0.3747143324
450	0.3746128296
451	0.3744652729
452	0.3743596039
453	0.3742916778
454	0.3741885866
455	0.3741025163
456	0.374006924
457	0.3738849194
458	0.3737758948
459	0.3737208915
460	0.3735693414
461	0.3735149448
462	0.373375786
463	0.3732041844
464	0.3731053335
465	0.3730759741
466	0.3729881119
467	0.3729176067
468	0.3728369952
469	0.3727743687
470	0.3727256662
471	0.3726065599
472	0.3724782253
473	0.3723760947
474	0.3722701636
475	0.372121734
476	0.3720728436
477	0.3720277606
478	0.3718666093
479	0.3716684782
480	0.37159723
481	0.3714793718
482	0.3713267846
483	0.3712835504
484	0.3711286703
485	0.3710749537
486	0.3710127023
487	0.3708353098
488	0.3707451027
489	0.3706873745
490	0.3706161956
491	0.3704867882
492	0.3703433332
493	0.3702594996
494	0.3702265426
495	0.3701163482
496	0.3699767111
497	0.3698219667
498	0.3696333068
499	0.3695084412
500	0.3694101356
501	0.3693362116
502	0.36928833
503	0.3691711939
504	0.3690674359
505	0.36897694
506	0.368902258
507	0.3687987722
508	0.3687170334
509	0.3686432687
510	0.3685980898
511	0.3685204994
512	0.3683989202
513	0.3681637767
514	0.3680271622
515	0.3678789054
516	0.3677011343
517	0.3676237022
518	0.3675155642
519	0.3674593656
520	0.3673270252
521	0.3672664432
522	0.3671345061
523	0.3670423054
524	0.3669591672
525	0.3668282466
526	0.3667665999
527	0.3667021744
528	0.3666486789
529	0.3665441474
530	0.3664995299
531	0.3664325519
532	0.3662455283
533	0.3661478922
534	0.3659802059
535	0.3659463573
536	0.3659323379
537	0.3658839712
538	0.3657192272
539	0.3656538655
540	0.3655414161
541	0.3654846034
542	0.3654357761
543	0.3653312405
544	0.3652527675
545	0.3650800391
546	0.364947826
547	0.3648749021
548	0.3647418781
549	0.3646612559
550	0.3645968344
551	0.3645029693
552	0.3643470415
553	0.3642675262
554	0.3641430166
555	0.3640090962
556	0.363895139
557	0.3638424685
558	0.3637491249
559	0.3636625959
560	0.3634821867
561	0.3634308892
562	0.3632868411
563	0.3631224626
564	0.3629631807
565	0.3628266883
566	0.362753906
567	0.3626688708
568	0.3626028291
569	0.3625468874
570	0.3625016394
571	0.3623862812
572	0.362296432
573	0.3622505793
574	0.3621966684
575	0.3619470292
576	0.3618951122
577	0.361808072
578	0.3617285776
579	0.3616368608
580	0.3615698821
581	0.3615349621
582	0.3614793483
583	0.3614044785
584	0.361376579
585	0.3613462252
586	0.3612767652
587	0.3612520104
588	0.3612287823
589	0.361162198
590	0.3609699841
591	0.3607626494
592	0.3605613818
593	0.3603876214
594	0.3602826852
595	0.3602585409
596	0.3601308123
597	0.3600376061
598	0.3599535875
599	0.3599021815
600	0.3598436383
601	0.3597457046
602	0.3596466456
603	0.3594784769
604	0.3593616964
605	0.3592604197
606	0.3592036939
607	0.3591576588
608	0.3589662539
609	0.3589397997
610	0.3587220422
611	0.358608289
612	0.3583849662
613	0.3583443565
614	0.3582541617
615	0.3580828274
616	0.3580421335
617	0.3578661527
618	0.3577554589
619	0.3576451064
620	0.3575983988
621	0.3575442592
622	0.3574804252
623	0.3572925826
624	0.357182311
625	0.3571114782
626	0.3569529335
627	0.3567611063
628	0.3566627118
629	0.3565462973
630	0.3564069304
631	0.3563689601
632	0.3562427934
633	0.3561554245
634	0.3560778576
635	0.3560257094
636	0.3559683941
637	0.3557815149
638	0.3557331394
639	0.3556256627
640	0.3555851802
641	0.35556529
642	0.3555054428
643	0.3554574593
644	0.3553473956
645	0.3552261436
646	0.3551999054
647	0.3550858255
648	0.3549570114
649	0.3549317703
650	0.3548056233
651	0.3546402504
652	0.3546120123
653	0.3545509946
654	0.3544909493
655	0.3543959647
656	0.3542914704
657	0.3541669019
658	0.354120781
659	0.3540160679
660	0.3538656977
661	0.3537454771
662	0.353613395
663	0.353576666
664	0.3535020495
665	0.3533896803
666	0.3533454988
667	0.3532659079
668	0.3531801619
669	0.3530879661
670	0.3529666484
671	0.352850072
672	0.3527858461
673	0.3525653841
674	0.3524575694
675	0.3523437863
676	0.3522910036
677	0.3522271154
678	0.3521250504
679	0.3519824082
680	0.3518740484
681	0.3517482203
682	0.3517141599
683	0.3516122618
684	0.3515560555
685	0.3514500748
686	0.351428376
687	0.3512540755
688	0.3511434686
689	0.3510814789
690	0.3509854652
691	0.3509094056
692	0.3508895421
693	0.3507758764
694	0.3507523196
695	0.3507171592
696	0.3506798954
697	0.3506149483
698	0.3505770139
699	0.3505112056
700	0.3504316689
701	0.3503356389
702	0.3503110155
703	0.3502323084
704	0.3502030098
705	0.3501460197
706	0.3500376331
707	0.349914543
708	0.3498394567
709	0.3497403275
710	0.3496020621
711	0.3495573023
712	0.34947709
713	0.3493709694
714	0.3492994547
715	0.3491701418
716	0.3491361736
717	0.349032705
718	0.3490011334
719	0.3488898126
720	0.3488107417
721	0.3487749454
722	0.3487138517
723	0.3486835034
724	0.3485876781
725	0.348527002
726	0.3484667832
727	0.3483581977
728	0.348262897
729	0.3480917811
730	0.3479858154
731	0.3479368114
732	0.3479067144
733	0.3478672064
734	0.3478271814
735	0.3477710305
736	0.3477147788
737	0.3475962199
738	0.3474952925
739	0.3474160623
740	0.3473397667
741	0.3472153255
742	0.3471769383
743	0.3470574843
744	0.346969453
745	0.3469344457
746	0.346859486
747	0.3467295128
748	0.346643391
749	0.3465291965
750	0.3464740532
751	0.3464085778
752	0.3462213204
753	0.3461885192
754	0.3461371823
755	0.346113203
756	0.3460844733
757	0.3458952838
758	0.3458120215
759	0.3457789698
760	0.3456812797
761	0.345615633
762	0.3455422571
763	0.3455059865
764	0.3454059324
765	0.3453036164
766	0.3452032062
767	0.3451809096
768	0.345122516
769	0.3450874666
770	0.3450456527
771	0.3449890405
772	0.3449215856
773	0.3448030261
774	0.3446872952
775	0.3446415256
776	0.344547795
777	0.3444421602
778	0.3443682376
779	0.344287821
780	0.3441523928
781	0.3441124977
782	0.3440334828
783	0.34391774
784	0.3438491258
785	0.3438329796
786	0.3437787568
787	0.3437457626
788	0.3437359171
789	0.3436811159
790	0.3435925624
791	0.3435624774
792	0.3434596084
793	0.3433223976
794	0.3431576015
795	0.3431088171
796	0.3430257864
797	0.34290276
798	0.3428128391
799	0.3426988481
800	0.3425793537
801	0.3424383158
802	0.3423861169
803	0.3423246057
804	0.342247048
805	0.3421621818
806	0.3420724425
807	0.3419659524
808	0.3419218023
809	0.3418430979
810	0.3418120992
811	0.3416857162
812	0.3415585869
813	0.3414490462
814	0.3413728963
815	0.3411720576
816	0.3411057483
817	0.34107974
818	0.3409834843
819	0.3409266341
820	0.3408552056
821	0.3408222486
822	0.3407343903
823	0.34066455
824	0.3405903048
825	0.3405155667
826	0.3403810369
827	0.3403348176
828	0.3402471037
829	0.3401786871
830	0.3401541298
831	0.3400944385
832	0.3400486433
833	0.3400134409
834	0.3399145258
835	0.3398786453
836	0.3398153145
837	0.3396303869
838	0.3395221165
839	0.3394679344
840	0.3393965362
841	0.3393131776
842	0.3391253372
843	0.3390684881
844	0.3389808077
845	0.3388991301
846	0.3388253148
847	0.3387412643
848	0.3385903782
849	0.338537521
850	0.3384337546
851	0.3383257774
852	0.3382568983
853	0.3381777486
854	0.338087454
855	0.3380051891
856	0.337959024
857	0.3379076235
858	0.3377384255
859	0.3375946554
860	0.3375385973
861	0.3373531155
862	0.3373312314
863	0.3372767702
864	0.3372316152
865	0.3371862316
866	0.3370455679
867	0.3369565971
868	0.336868256
869	0.336844461
870	0.336816096
871	0.3366916879
872	0.3364582039
873	0.3363188058
874	0.3362686834
875	0.3361570001
876	0.3361244813
877	0.3360755006
878	0.3360274097
879	0.3359956944
880	0.3359590298
881	0.3359324844
882	0.3358801289
883	0.3357595773
884	0.3357191424
885	0.3356882323
886	0.3356642659
887	0.3355355867
888	0.3354737285
889	0.3354426741
890	0.3354199557
891	0.335336864
892	0.3352487159
893	0.3351551815
894	0.335043747
895	0.334941063
896	0.3349181893
897	0.3348662738
898	0.3347676123
899	0.3346974877
900	0.3345798526
901	0.334440807
902	0.3343891123
903	0.3343357392
904	0.3342893588
905	0.3342299957
906	0.3341449614
907	0.3340901736
908	0.3340391663
909	0.3340147931
910	0.3339029321
911	0.3338621318
912	0.3337251499
913	0.333609917
914	0.3335504027
915	0.3334893902
916	0.3333580538
917	0.3332902896
918	0.3332134122
919	0.3330436624
920	0.3329862918
921	0.3328530859
922	0.3327734659
923	0.3327161939
924	0.3326916492
925	0.3325169708
926	0.3324038297
927	0.332339008
928	0.3322374023
929	0.3321848613
930	0.3321232812
931	0.3320921707
932	0.3320588903
933	0.3318692926
934	0.3318322856
935	0.3317133304
936	0.331662269
937	0.3316103308
938	0.331455317
939	0.3313632923
940	0.3312359301
941	0.3310972981
942	0.3309170575
943	0.3308549424
944	0.3308220099
945	0.33077887
946	0.3307233647
947	0.3306762153
948	0.3306400908
949	0.3306214354
950	0.3305677065
951	0.330507812
952	0.3304169916
953	0.3303159737
954	0.3302415087
955	0.3302045785
956	0.3300814216
957	0.3300277428
958	0.3299707746
959	0.3299282428
960	0.3298670995
961	0.3298076797
962	0.3296601446
963	0.3296301118
964	0.3296134084
965	0.3295343446
966	0.3294548485
967	0.3294109836
968	0.3293726711
969	0.329308304
970	0.3292851096
971	0.3292388204
972	0.3292089795
973	0.3290829708
974	0.3290564195
975	0.3290199581
976	0.3289248994
977	0.3289035463
978	0.3288272453
979	0.328761989
980	0.3287063181
981	0.3286499598
982	0.3286009409
983	0.3285477715
984	0.3284966645
985	0.328421151
986	0.3283526627
987	0.3283164352
988	0.3282046992
989	0.3281160443
990	0.3279900143
991	0.3278941222
992	0.3278415474
993	0.3277342988
994	0.3277020688
995	0.3276351951
996	0.3275750762
997	0.327519183
998	0.3274137508
999	0.3273072211
